permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/kaskado,Kaskado,http://www.kaskado.com,Coupons|Mobile|Promotional,-,closed,SWE,2,Karlskrona,Karlskrona,1,2008-01-01,2009-10-01,2009-10-01
/organization/katalyst-media,Katalyst Network,http://www.katalystnetwork.com,Entertainment|Games|Television,10000000,closed,USA,CA,Los Angeles,Los Angeles,1,2000-01-01,2008-01-28,2008-01-28
/organization/katia-4,KATIA,,,-,closed,,,,,1,,2014-07-01,2014-07-01
/organization/kazaana-com,Kazaana,http://kazaana.com,Mobile|Networking|Social Media|Web Development,7575000,closed,USA,CA,SF Bay Area,Menlo Park,3,2010-01-01,2011-03-01,2013-04-01
/organization/kblabs,KB Labs,,Curated Web|Facebook Applications|Finance|FinTech,15000,closed,,,,,1,,2007-08-01,2007-08-01
/organization/kd-secure,KD Secure,,Information Technology|Security|Software,1500000,closed,,,,,1,2010-01-01,2010-01-01,2010-01-01
/organization/keen-high-technologies,Keen High Technologies,http://www.keenhi.com/,Consumer Electronics|Design|Manufacturing,10000000,closed,,,,,1,,2008-02-05,2008-02-05
/organization/keenko,Keenko,http://keenko.com,Public Relations,-,closed,RUS,48,Moscow,Moscow,1,,2009-01-01,2009-01-01
/organization/keepfu,KeepFu,http://www.keepfu.com,Curated Web,-,closed,,,,,1,,2009-04-01,2009-04-01
/organization/keepio,Keepio,http://www.keepio.com,Curated Web|E-Commerce|Facebook Applications|Peer-to-Peer|Social Commerce|Twitter Applications,255000,closed,USA,KY,Louisville,Louisville,1,2010-02-01,2011-08-01,2011-08-01
/organization/keepskor,Keepskor,http://www.keepskor.com,Advertising|Games|Mobile|Social Media,180000,closed,USA,NY,New York City,New York,1,2011-11-11,2013-12-31,2013-12-31
/organization/keepy-robot,Keepy robot,http://keepy.us,Home Automation|Information Technology|Robotics,160000,closed,,,,,1,2012-03-01,2014-01-20,2014-01-20
/organization/keex,Keex,,Application Platforms|Social Media,30000,closed,ARE,3,Dubai,Dubai,1,,2015-02-01,2015-02-01
/organization/keisense,Keisense,http://www.keisense.com,Hardware + Software,500000,closed,GBR,C3,GBR - Other,Hartford,1,,2007-12-18,2007-12-18
/organization/keldeal,Keldeal,http://www.keldeal.com,Business Services|Curated Web|Facebook Applications|Social Media|Twitter Applications,277120,closed,FRA,B8,FRA - Other,Venelles,1,2010-10-06,2010-10-06,2010-10-06
/organization/kellogg-media-group,Kellogg Media Group,,,15500000,closed,USA,NV,Las Vegas,Las Vegas,1,2005-01-01,2006-06-16,2006-06-16
/organization/kentik-technologies,Kentik Technologies,,Technology,12076011,closed,USA,CA,SF Bay Area,San Francisco,1,,2015-06-30,2015-06-30
/organization/kera,Kera,http://www.kera.io,Enterprises|Gamification|SaaS|Software|Tutoring,50000,closed,CAN,ON,Toronto,Toronto,1,2012-01-01,2012-08-01,2012-08-01
/organization/keru-cloud,Keru Cloud,http://keruyun.com/,,-,closed,,,,,1,2015-04-24,2015-04-24,2015-04-24
/organization/kesseny-ltd,Kesseny Ltd,http://www.kesseny.com,,-,closed,,,,,1,2007-11-01,2012-03-23,2012-03-23
/organization/key-research,Key Research,,Architecture|Market Research|Services,12500000,closed,USA,CA,SF Bay Area,Palo Alto,1,2001-07-01,2003-02-07,2003-02-07
/organization/keycaptcha,KeyCAPTCHA,http://www.keycaptcha.com/,Software,25000,closed,,,,,1,,2012-03-01,2012-03-01
/organization/keynected,Keynected,http://keynected.com,Apps|Mobile|Social Media,100000,closed,,,,,1,2014-01-01,2015-01-01,2015-01-01
/organization/keyneurotek-pharmaceuticals,KeyNeurotek Pharmaceuticals,http://www.keyneurotek.de,Biotechnology,10869100,closed,DEU,14,DEU - Other,Magdeburg,1,,2009-04-07,2009-04-07
/organization/keystok,Keystok,http://keystok.com,Developer Tools|SaaS|Software|Web Development,-,closed,FIN,13,Helsinki,Helsinki,1,2014-01-01,2014-03-01,2014-03-01
/organization/keystone-technology,Keystone Technology,http://www.keystone-tech.co.jp/english,Hardware + Software,1100,closed,,,,,1,2006-08-28,2010-07-20,2010-07-20
/organization/khipu-systems,Khipu Systems,http://www.khipusystems.com,Software,786000,closed,NZL,F7,Wellington,Hamilton Bay,1,,2008-05-19,2008-05-19
/organization/kibaran-resources,Kibaran Resources,http://www.kibaranresources.com.au,Clean Technology,1100000,closed,,,,,1,,2014-02-02,2014-02-02
/organization/kibboko,"Kibboko, Inc.",http://www.kibboko.com,Software,2500000,closed,CAN,ON,Toronto,Toronto,1,2008-06-27,2007-08-14,2007-08-14
/organization/kickfire,Kickfire,http://www.kickfire.com,Analytics,20000000,closed,USA,CA,SF Bay Area,Santa Clara,2,2006-01-01,2001-02-20,2008-07-31
/organization/kickplay,Kickplay,http://www.kickplay.com,Games,-,closed,USA,FL,"Naples, Florida",Naples,1,2007-07-01,2007-07-01,2007-07-01
/organization/kickup,KickUp,,Collaboration|Communities|Education,100000,closed,,,,,1,,2015-06-17,2015-06-17
/organization/kid-care-years,Kid Care Years,http://www.kidcareyears.com,Curated Web,-,closed,USA,TX,Houston,Houston,1,2008-05-01,2008-07-01,2008-07-01
/organization/kidpad,Kidpad,,,-,closed,,,,,1,,2012-07-25,2012-07-25
/organization/kidthing,kidthing,http://www.kidthing.com,E-Commerce|Education|Entertainment|Games|Internet|Kids|Publishing|Video,3000000,closed,USA,CA,Los Angeles,Los Angeles,1,2005-12-01,2008-01-28,2008-01-28
/organization/kiha-software,Kiha Software,http://www.kiha.com,Android|Cloud Data Services|iPhone|Mobile|Natural Language Processing|Neuroscience|Software,20000000,closed,USA,WA,Seattle,Seattle,1,2008-01-01,2010-10-28,2010-10-28
/organization/kiind-me,Kiind.me,http://kiind.me,E-Commerce|Gift Card,745000,closed,CAN,BC,Vancouver,Victoria,4,2011-01-01,2012-05-10,2013-11-29
/organization/kin-housing,Kin housing,http://www.kinhousing.com,Investment Management|Professional Services|Real Estate,300000,closed,IND,19,Bangalore,Bangalore,1,2013-11-19,2013-11-25,2013-11-25
/organization/kinderpedia-by-ota,Kinderpedia,https://www.kinderpedia.co,Education|Mobile|Online Education|SaaS|Software,150000,closed,ROM,13,Cluj-Napoca,Cluj-napoca,1,2006-06-20,2013-12-14,2013-12-14
/organization/kinderstreet-corporation,Kinderstreet Corporation,http://www.kinderstreet.com/,Application Platforms|Development Platforms|Internet,250000,closed,USA,MI,Detroit,Ann Arbor,1,,2002-02-04,2002-02-04
/organization/kinduct,Kinduct,,Fitness|Healthcare Services|Software,20000,closed,,,,,1,,2015-08-24,2015-08-24
/organization/kindwave,Kindwave,http://kindwave.com,,-,closed,,,,,1,2014-01-01,2014-06-01,2014-06-01
/organization/kinetic,Kinetic,,Guides|Reviews and Recommendations|Social Network Media,19311,closed,USA,NY,New York City,New York,1,,2010-09-06,2010-09-06
/organization/kinetic-trading-strategies,Kinetic Global Markets,http://www.kinetictradingllc.com,Analytics,2999000,closed,USA,NY,New York City,New York,1,,2010-12-31,2010-12-31
/organization/kinkon,kinkon,http://www.kinkon.de,Curated Web,995625,closed,DEU,8,Frankfurt,Kaiserslautern,1,2008-09-04,2009-04-30,2009-04-30
/organization/kinopto,Kinopto,http://kinopto.com/en,Hardware + Software,54781,closed,,,,,1,,2012-08-01,2012-08-01
/organization/kinsheep,Kinsheep,http://www.kinsheep.com/,Apps|Entrepreneur|Location Based Services,7055,closed,,,,,1,2015-08-01,2015-09-10,2015-09-10
/organization/kintech-lab,Kintech Lab,http://www.kintechlab.com,Algorithms|Databases|Software,900000,closed,RUS,48,Moscow,Moscow,1,1998-01-01,2012-01-01,2012-01-01
/organization/kiodex,Kiodex,,Internet|Risk Management|Trading,25000000,closed,,,,,2,,2001-04-04,2002-03-04
/organization/kirkland-north,Kirkland North,http://www.playturf.net,Colleges|Games|Risk Management,225000,closed,USA,CA,SF Bay Area,San Francisco,2,,2008-01-01,2008-10-10
/organization/kismet,Kismet,http://www.getkismet.com,Mobile|Social Media,770000,closed,USA,CA,SF Bay Area,San Francisco,2,2011-02-01,2011-03-01,2011-06-03
/organization/kit-2,KIT,https://kit.se/,Publishing,-,closed,SWE,,,,1,,2014-09-30,2014-09-30
/organization/kitboost,KitBoost,http://www.KitBoost.com,Games,-,closed,USA,CA,SF Bay Area,Millbrae,1,2013-01-01,2013-01-01,2013-01-01
/organization/kite,Kite,http://kiteedu.com,Education,-,closed,USA,CA,Los Angeles,La Puente,1,2012-01-03,2012-06-29,2012-06-29
/organization/kites,Kites,http://kites.hk,Analytics|Location Based Services,500000,closed,HKG,,Hong Kong,Hong Kong,1,2012-01-01,2013-01-01,2013-01-01
/organization/kiwapp,Kiwapp,http://kiwapp.com,Application Platforms|Mobile|Retail,1022228,closed,,,,,2,2011-03-01,2012-03-01,2013-03-03
/organization/klastech-karpushko-laser-technology,Klastech Karpushko Laser Technology,https://www.klastech.de,,2721229.47739436,closed,,,,,1,,2007-01-22,2007-01-22
/organization/klatcher,Klatcher,http://www.klatcher.com,Content|Curated Web|Tutoring,150000,closed,USA,NY,New York City,New York,1,2008-07-10,2007-12-13,2007-12-13
/organization/klevosti,Klevosti,http://klevosti.ru/,E-Commerce,80000,closed,RUS,,,,1,,2013-05-01,2013-05-01
/organization/klicksports,KlickSports,http://klicksports.com,Internet|Mobile|Mobile Games|Networking|Sports,1200000,closed,USA,CA,Los Angeles,Los Angeles,1,2006-01-01,2008-01-01,2008-01-01
/organization/klinche-inc,"Klinche, Inc.",https://www.klinche.com,Construction|Financial Services,1000000,closed,USA,CA,SF Bay Area,Alamo,1,2013-01-01,2014-04-01,2014-04-01
/organization/kliqed,Kliqed,http://linkoutapp.com,Mobile|Networking|Social Media,-,closed,GBR,H9,London,London,1,2011-02-18,2012-02-28,2012-02-28
/organization/klir-technologies,Klir Technologies,http://www.klir.com,Software,8700000,closed,USA,WA,Seattle,Seattle,1,2000-01-01,2005-06-03,2005-06-03
/organization/klosetshop,Klosetshop,http://www.klosetshop.com,Auctions|Databases|E-Commerce|Fashion|Retail|Social Network Media,30000,closed,,,,,1,2011-05-15,2011-05-15,2011-05-15
/organization/knetwit-inc,Knetwit Inc.,http://www.knetwit.com,Curated Web|Education,4600000,closed,USA,TN,Chattanooga,Chattanooga,2,2007-06-26,2007-10-02,2007-12-28
/organization/kngroo,Kngroo,http://www.kngroo.com,Games|Location Based Services|Mobile,-,closed,USA,FL,Tampa,Tampa,1,2011-07-09,2011-11-17,2011-11-17
/organization/knock-mart,Knock Mart,http://knockmart.com,Delivery|Groceries|Services,3000000,closed,,,,,1,2014-11-15,2015-10-15,2015-10-15
/organization/knockatv,KnockaTV,http://knockatv.com,Content|Games|Television|Video,4500000,closed,ISR,,,,2,2007-08-01,2007-02-11,2007-06-01
/organization/knok,Knok,http://www.knok.com,Curated Web|Families|Online Travel|Social Travel,970000,closed,ESP,56,Barcelona,Barcelona,2,2011-05-01,2012-01-01,2013-03-21
/organization/knoware,Knoware,,,2000000,closed,,,,,1,1979-01-01,1984-01-01,1984-01-01
/organization/knownow,KnowNow,http://venturebeat.com/2008/05/19/knownow-winds-down-rss-for-enterprise-not-as-easy-as-it-looks/,Curated Web|Information Services,20000000,closed,USA,CA,SF Bay Area,San Francisco,2,2000-01-01,2003-11-07,2006-11-01
/organization/knox-media-hub,Knox Media Hub,http://www.knoxmediahub.com/,B2B|Internet|Media,488605,closed,ESP,56,Barcelona,Barcelona,2,2012-01-01,2013-04-01,2015-01-01
/organization/knyou,Knyou,https://www.knyou.com,Big Data Analytics|Brand Marketing|Social Media,650000,closed,USA,FL,Miami,Miami,2,2014-08-01,2014-08-01,2015-08-01
/organization/ko-brite,Ko-Brite,,Lighting|Manufacturing|Minerals,14500000,closed,,,,,1,,2005-02-09,2005-02-09
/organization/koala-databank,Koala Databank,http://www.koaladatabank.com,Archiving|Document Management|Hardware|Storage|Web Hosting,20000,closed,USA,CA,Anaheim,Irvine,1,2006-01-01,2008-02-29,2008-02-29
/organization/koaladeal,KoalaDeal,http://www.koaladeal.com,E-Commerce|Personalization,410000,closed,USA,IL,Chicago,Chicago,1,2011-04-01,2012-04-18,2012-04-18
/organization/koda,KODA,http://koda.us,Curated Web,4500000,closed,USA,CA,SF Bay Area,San Francisco,2,2008-01-01,2009-08-01,2010-02-24
/organization/koduco,Koduco,http://www.Koduco.com,Games,-,closed,USA,CA,SF Bay Area,San Francisco,1,,2010-08-23,2010-08-23
/organization/kohort,Kohort,http://www.kohort.com,Social Media,3000000,closed,USA,NY,New York City,New York,1,2011-01-01,2011-04-04,2011-04-04
/organization/koios,Koios,http://koios.co,,-,closed,USA,SC,"Columbia, South Carolina",Columbia,1,2015-02-15,2015-04-16,2015-04-16
/organization/koios-works,Koios Works,http://www.koiosworks.com,Gamification|Mass Customization|Mobile Games|Predictive Analytics|Social Games,500000,closed,USA,TX,Dallas,Dallas,1,2014-10-01,2014-10-01,2014-10-01
/organization/kolis-scientific,Kolis Scientific,,,15070000,closed,USA,NC,Raleigh,Raleigh,1,,2007-01-17,2007-01-17
/organization/kolkin-corp,Kolkin Corp.,https://www.kolkin.com,,-,closed,,,,,1,2013-01-01,2013-11-30,2013-11-30
/organization/kolonial-cz,Kolonial.cz,http://kolonial.cz,,-,closed,,,,,1,,2015-01-01,2015-01-01
/organization/kolorific,Kolorific,http://www.kolorific.com,Semiconductors,7000000,closed,USA,CA,SF Bay Area,Milpitas,1,2003-01-01,2007-01-05,2007-01-05
/organization/kombe-n-sepe-block,Kombe-N’sepe Block,,Oil & Gas,-,closed,CMR,5,CMR - Other,Douala,1,,2005-12-14,2005-12-14
/organization/kommerstate-ru,Kommerstate.ru,http://www.kommerstate.ru,E-Commerce,1450000,closed,,,,,2,2012-05-10,2012-06-01,2013-05-01
/organization/konarka,Konarka Technologies,http://www.konarkatech.com,Clean Technology,106800000,closed,USA,MA,Boston,Lowell,4,2001-01-01,2004-06-24,2010-03-03
/organization/koniku,Koniku,http://www.koniku.uk,,-,closed,,,,,2,2014-01-01,2015-09-07,2015-10-27
/organization/koobee,Koobee,http://www.koobee.co,Retail Technology,200000,closed,,,,,1,2014-01-01,2014-10-10,2014-10-10
/organization/koukoi-games,Koukoi Games,http://koukoi.com/,,1000000,closed,,,,,1,2015-01-01,2015-10-26,2015-10-26
/organization/kout,Kout,http://kout.me,Credit Cards|E-Commerce|Online Shopping|Payments,1600000,closed,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2013-04-01,2013-04-01
/organization/kriibs,Kriibs !,http://www.kriibs.com,Marketplaces|Real Estate|Realtors,609932.414304433,closed,ITA,5,Modena,Modena,2,2015-04-15,2015-04-15,2015-07-01
/organization/krikle,Krikle,http://krikle.com,Apps|Art|Entertainment|Games|Mobile,15000,closed,USA,TN,Memphis,Memphis,1,2011-03-05,2011-03-05,2011-03-05
/organization/kryptoncloud,KryptonCloud,http://www.kryptoncloud.com,,2700000,closed,USA,CA,SF Bay Area,San Francisco,1,2015-01-01,2015-06-05,2015-06-05
/organization/kublax,Kublax,http://eu.techcrunch.com/2010/02/16/kublax-deadpools-after-failing-to-get-more-funding/,Finance|Startups,1340300,closed,GBR,H9,London,London,2,2007-08-01,2008-01-01,2009-05-05
/organization/kudzoo,Kudzoo,,,2000000,closed,,,,,1,,2015-04-01,2015-04-01
/organization/kulina,Kulina,http://kulina.id,Marketplaces,-,closed,IDN,4,Jakarta,Jakarta,1,2015-06-29,2015-06-29,2015-06-29
/organization/kupongid,KuponGid,http://www.kupongid.ru,Coupons|Curated Web|Discounts,867000,closed,RUS,48,Moscow,Moscow,6,2010-10-01,2010-10-01,2013-08-29
/organization/kuponjo,Kuponjo,http://www.gruenderszene.de/news/kuponjo-ende,Advertising|Coupons|Internet|Mobile|Point of Sale|Sales and Marketing,167600,closed,,,,,3,2010-04-06,2010-04-01,2011-10-01
/organization/kurani-interactive,Kurani Interactive,http://www.kurani.com,iPhone|Mobile|Software|Technology,275000,closed,USA,NJ,Newark,Red Bank,1,2000-01-01,2010-11-25,2010-11-25
/organization/kutbox,KutBox,https://www.kutbox.com,,-,closed,,,,,1,2014-11-01,2014-11-01,2014-11-01
/organization/kuvee,Kuvee,http://www.kuvee.com/,,-,closed,,,,,1,,2014-02-01,2014-02-01
/organization/kvk-team,KVK TEAM,http://kvkteam.osmogames.com,Finance|Startups|Venture Capital,1000000,closed,RUS,48,Moscow,Moscow,1,2012-09-15,2010-04-24,2010-04-24
/organization/kwiclick,KwiClick,http://www.kwiclick.com,Curated Web|Web Browsers,-,closed,USA,NY,New York City,New York,1,2008-10-15,2008-08-01,2008-08-01
/organization/kwikpik,Kwikpik,http://kwikpik.me/,Mobile,25000,closed,USA,DE,Dover,Lewes,1,2011-01-01,2012-03-01,2012-03-01
/organization/kwindoo,KWINDOO,http://kwindoo.com,,-,closed,,,,,1,2014-11-24,2014-11-19,2014-11-19
/organization/kwiry,kwiry,http://www.kwiry.com,Content|Mobile|Search|SMS,2000000,closed,USA,CA,SF Bay Area,San Francisco,2,2006-01-01,2007-03-17,2008-03-20
/organization/kyak-interactive,Kyak Interactive,http://www.kayakinteractive.com,Software,11750000,closed,USA,NJ,Newark,Princeton,1,,2004-01-29,2004-01-29
/organization/kylin-therapeutics,Kylin Therapeutics,http://www.kylintherapeutics.com,Biotechnology,2057896,closed,USA,IN,Indianapolis,West Lafayette,2,,2009-03-04,2009-11-09
/organization/kynogon,Kynogon,http://www.kynogon.com,Software,3000000,closed,FRA,A8,Paris,Suresnes,1,2000-01-01,2006-01-03,2006-01-03
/organization/kyp,Kyp,http://kyp.com,Advertising,9100000,closed,GBR,H9,London,London,1,,2009-10-01,2009-10-01
/organization/la-roquette,La Roquette,,,-,closed,,,,,1,,2008-06-01,2008-06-01
/organization/labmeeting,Labmeeting,http://www.labmeeting.com,Curated Web|Life Sciences,500000,closed,USA,CA,CA - Other,Lucerne Valley,1,2007-07-01,2008-05-01,2008-05-01
/organization/laborat-rios-noli,Laboratórios Noli,,Medical|Pets|Veterinary,155000,closed,BRA,23,Porto Alegre,Porto Alegre,1,,1982-12-01,1982-12-01
/organization/lagotek,Lagotek,http://www.lagotek.com,Software,5063236,closed,USA,WA,Seattle,Bellevue,1,2005-01-01,2010-01-06,2010-01-06
/organization/lakshmi-overseas-industries,Lakshmi Overseas Industries,,,-,closed,,,,,1,,2005-05-27,2005-05-27
/organization/lama-lab,Lama Lab,http://www.lamalab.com,Enterprise Software,1238066,closed,USA,PA,Pittsburgh,Pittsburgh,3,2009-01-01,2009-06-05,2011-07-08
/organization/lamina,Lamina,http://www.laminaceramics.com/,,7000000,closed,,,,,1,,2007-04-24,2007-04-24
/organization/lamppost,Lamppost,http://www.lamppostapp.com,Android|Events|iPhone|Location Based Services|Mobile|Mobile Commerce|Social Media|Web Development,11308,closed,GBR,H9,London,London,1,2012-05-01,2012-11-01,2012-11-01
/organization/land-systems-corp,Land Systems Corp.,http://www.landsystemscorp.com,Automotive|Electric Vehicles|Manufacturing|Services,2500000,closed,USA,CA,Los Angeles,San Pedro,1,2013-01-15,2014-01-01,2014-01-01
/organization/landingi,Landingi,http://landingi.com,Advertising|Lead Generation|Web Design,260000,closed,POL,77,Krakow,Kraków,2,2011-10-07,2013-02-01,2013-07-01
/organization/langhar,Langhar,http://langhar.com,Consumer Goods|Cooking|Internet,110000,closed,IND,7,Delhi,Delhi,2,2013-08-01,2013-09-03,2013-12-23
/organization/langolab,LangoLab,http://www.langolab.com,Education|Language Learning,18000,closed,,,,,1,2009-01-01,2009-09-11,2009-09-11
/organization/langtice,Langtice,http://langtice.com,Curated Web|Language Learning|Lifestyle,10000,closed,CZE,52,Prague,Prague,1,2012-07-01,2012-05-01,2012-05-01
/organization/lara-networks,Lara Networks,http://www.laranetworks.com,Clean Technology|Design|Innovation Management,40000000,closed,USA,CA,SF Bay Area,San Jose,1,,2000-10-23,2000-10-23
/organization/laser-light-engines,Laser Light Engines,http://www.laserlightengines.com,Manufacturing,26615501,closed,USA,NH,"Manchester, New Hampshire",Salem,8,2008-01-01,2009-12-01,2014-05-05
/organization/lasso-2,LASSO,http://lassoworkforce.com/,Services|Software,1800000,closed,,,,,1,,2015-06-03,2015-06-03
/organization/lasso-inc,Lasso,http://www.lassocountry.com,Social Media|Startups,75000,closed,USA,IL,Chicago,Chicago,1,2012-12-06,2012-06-01,2012-06-01
/organization/last-mile-connections,Last Mile Connections,http://www.lastmileconnections.com/,Internet|Services|Telecommunications,28000000,closed,USA,NJ,Newark,Jersey City,1,,2004-05-20,2004-05-20
/organization/lastwall-networks-inc,"Lastwall Networks, Inc.",http://lastwall.com/,Internet|Security|Systems,400000,closed,,,,,1,2013-01-01,2014-09-08,2014-09-08
/organization/lat49,Lat49,http://lat49.com,Advertising|Advertising Networks|Geospatial|Internet|Maps,3800000,closed,CAN,BC,Vancouver,Vancouver,2,2007-01-02,2007-11-01,2009-07-17
/organization/launchcenter-39,LaunchCenter 39,,,-,closed,,,,,1,,2000-02-03,2000-02-03
/organization/launchside,LaunchSide,http://launchside.com,Consulting,25000,closed,USA,OR,"Portland, Oregon",Tualatin,1,2011-01-01,2011-11-05,2011-11-05
